vessel,begin_date,end_date,begin_port_id,end_port_id
5,2019-09-06 03:44:31,2019-09-27 10:31:37,84,138
5,2019-09-28 14:56:32,2019-10-15 10:22:50,138,134
5,2019-10-16 10:06:09,2019-10-18 15:33:26,134,122
5,2019-10-19 02:58:37,2019-10-22 09:06:48,122,55
5,2019-10-23 13:04:50,2019-11-23 02:29:11,55,87
5,2019-11-24 12:58:13,2019-12-16 21:54:03,87,10
6,2019-01-10 00:38:00,2019-01-16 16:51:00,7,54
6,2019-02-23 07:34:00,2019-03-02 22:26:00,54,99
6,2019-03-13 21:54:00,2019-03-14 15:11:00,99,32
6,2019-03-16 09:56:00,2019-03-25 02:56:00,32,11
6,2019-03-26 03:59:00,2019-04-03 10:13:50,11,90
6,2019-04-19 04:24:09,2019-04-28 20:52:55,90,23
6,2019-04-29 23:45:35,2019-05-13 22:52:25,23,32
6,2019-05-14 23:29:32,2019-05-27 23:13:24,32,11
6,2019-05-28 23:38:24,2019-06-10 01:21:13,11,99
6,2019-06-10 23:54:19,2019-06-12 21:01:36,99,32
6,2019-06-13 23:42:20,2019-06-27 02:52:28,32,29
6,2019-06-28 04:31:01,2019-07-06 07:30:07,29,32
6,2019-07-07 07:30:23,2019-07-16 23:06:03,32,149
6,2019-07-18 20:54:26,2019-07-21 10:54:21,149,34
6,2019-07-21 16:19:38,2019-07-30 01:06:14,34,73
6,2019-07-30 23:52:09,2019-08-08 20:54:08,73,22
6,2019-08-09 23:44:08,2019-08-13 17:48:57,22,34
6,2019-08-31 01:22:01,2019-10-06 10:30:56,34,138
6,2019-12-05 17:30:52,2019-12-22 01:24:37,138,82
7,2019-01-06 16:41:00,2019-01-28 07:46:00,10,91
7,2019-01-29 16:46:00,2019-02-16 16:58:00,91,83
7,2019-02-19 13:57:00,2019-02-22 07:06:00,83,138
7,2019-02-25 01:50:00,2019-03-07 16:51:00,138,10
7,2019-03-09 19:59:00,2019-04-05 04:24:25,10,134
7,2019-04-05 22:17:55,2019-04-18 08:23:45,134,10
7,2019-04-19 10:30:47,2019-05-02 06:51:28,10,105
7,2019-05-03 14:51:03,2019-05-06 07:29:54,105,10
7,2019-05-08 10:30:51,2019-05-23 07:30:29,10,87
7,2019-05-26 01:30:55,2019-06-05 14:49:40,87,10
7,2019-06-07 04:30:05,2019-06-17 13:28:38,10,95
7,2019-06-20 23:49:13,2019-07-03 01:29:44,95,10
7,2019-07-22 10:30:52,2019-08-03 02:37:54,10,20
7,2019-08-03 23:52:55,2019-08-14 08:57:47,20,10
7,2019-08-15 08:46:56,2019-08-25 00:26:10,10,95
7,2019-08-26 10:28:47,2019-09-09 16:30:18,95,91
7,2019-09-10 20:52:29,2019-10-03 21:35:59,91,23
7,2019-10-05 08:06:42,2019-10-31 07:28:30,23,91
7,2019-10-31 18:59:00,2019-11-26 09:45:02,91,120
7,2019-11-27 09:46:03,2019-12-14 11:30:12,120,165
8,2019-01-26 18:48:00,2019-02-03 07:03:00,10,93
8,2019-02-07 13:02:00,2019-02-15 07:44:00,93,138
8,2019-02-19 19:39:00,2019-03-07 06:54:00,138,82
8,2019-03-08 22:45:00,2019-03-24 21:55:00,82,54
8,2019-03-26 09:48:00,2019-03-29 12:26:46,54,90
8,2019-04-07 20:06:19,2019-04-13 21:38:04,90,18
8,2019-04-16 19:17:36,2019-04-27 21:09:52,18,32
8,2019-04-28 20:53:54,2019-05-07 22:52:44,32,154
8,2019-05-09 01:21:11,2019-06-19 21:24:14,154,91
8,2019-06-21 05:45:06,2019-07-11 07:32:29,91,126
8,2019-07-12 20:47:43,2019-08-01 04:31:08,126,57
8,2019-08-02 05:48:00,2019-08-19 00:43:45,57,35
8,2019-08-20 08:51:15,2019-09-12 03:10:04,35,57
8,2019-09-13 05:56:02,2019-10-11 18:59:32,57,120
8,2019-10-17 10:31:00,2019-10-28 13:32:06,120,138
8,2019-10-29 23:52:39,2019-11-28 00:48:49,138,34
8,2019-11-28 21:42:57,2019-11-30 18:45:32,34,38
8,2019-12-01 18:45:19,2019-12-12 02:30:52,38,100
8,2019-12-16 00:42:41,2019-12-23 22:00:04,100,63
9,2019-01-19 10:36:00,2019-01-23 04:58:00,72,30
9,2019-01-24 04:21:00,2019-03-24 16:23:00,30,54
9,2019-03-31 04:15:32,2019-04-21 04:28:12,54,57
9,2019-04-23 04:23:48,2019-05-10 17:56:41,57,15
9,2019-05-11 04:30:35,2019-06-06 13:31:07,15,10
9,2019-06-08 16:30:48,2019-07-04 08:43:44,10,120
9,2019-07-05 08:43:44,2019-07-16 14:53:46,120,10
9,2019-07-25 17:46:08,2019-08-17 23:33:18,10,84
9,2019-08-19 06:15:01,2019-09-09 07:51:32,84,138
9,2019-09-10 17:53:37,2019-09-26 10:28:39,138,134
9,2019-09-27 04:31:41,2019-10-22 08:57:51,134,138
9,2019-10-23 10:30:59,2019-11-16 12:48:07,138,120
9,2019-11-17 11:29:52,2019-11-29 17:45:36,120,138
9,2019-12-01 21:48:46,2019-12-16 03:41:48,138,102
10,2019-01-09 07:57:00,2019-02-01 19:58:00,16,10
10,2019-02-05 22:57:00,2019-02-15 16:53:00,10,140
10,2019-02-17 10:46:00,2019-03-03 10:26:00,140,55
10,2019-03-03 13:56:00,2019-03-29 06:58:00,55,38
10,2019-03-29 22:24:35,2019-04-04 18:58:16,38,92
10,2019-04-05 21:41:19,2019-04-15 22:17:44,92,70
10,2019-04-17 00:45:08,2019-05-19 07:31:21,70,10
10,2019-05-20 10:31:43,2019-06-04 23:43:41,10,82
10,2019-06-05 23:47:38,2019-06-21 20:44:48,82,10
10,2019-06-22 20:48:21,2019-07-08 01:10:52,10,95
10,2019-07-09 04:29:59,2019-07-24 10:28:54,95,138
10,2019-07-25 16:31:18,2019-08-14 11:45:29,138,134
10,2019-08-15 16:31:17,2019-09-04 07:30:08,134,10
10,2019-09-05 07:29:49,2019-09-15 04:59:41,10,87
10,2019-09-16 05:17:03,2019-10-02 02:53:23,87,57
10,2019-10-03 04:31:47,2019-10-17 08:44:01,57,44
10,2019-10-18 10:30:21,2019-10-21 04:28:40,44,24
10,2019-10-21 07:29:56,2019-11-09 00:40:22,24,165
10,2019-11-11 09:54:10,2019-11-24 03:52:22,165,20
10,2019-11-25 05:29:32,2019-12-13 23:10:15,20,91
11,2019-01-11 04:19:00,2019-02-14 10:26:00,63,138
11,2019-04-16 01:25:08,2019-05-10 23:27:15,138,23
11,2019-05-12 01:28:12,2019-06-12 05:52:12,23,91
11,2019-06-13 07:33:43,2019-06-28 08:47:35,91,83
11,2019-06-29 14:55:20,2019-07-05 18:57:37,83,138
11,2019-07-07 16:32:34,2019-07-12 08:14:36,138,83
11,2019-07-13 13:31:58,2019-07-15 17:50:51,83,138
11,2019-07-18 10:33:22,2019-08-22 04:29:44,138,38
11,2019-08-23 01:32:45,2019-09-16 08:05:59,38,55
11,2019-09-17 11:42:30,2019-10-14 01:28:06,55,20
11,2019-10-15 01:30:57,2019-10-27 10:29:52,20,138
11,2019-10-28 17:43:42,2019-11-26 00:45:18,138,34
11,2019-11-27 09:46:52,2019-11-28 21:06:22,34,38
12,2019-01-06 04:58:00,2019-01-20 04:58:00,30,104
12,2019-01-21 07:48:00,2019-02-02 01:54:00,104,30
12,2019-02-03 04:51:00,2019-02-18 04:50:00,30,104
12,2019-02-19 07:57:00,2019-03-02 03:33:00,104,30
12,2019-03-03 04:46:00,2019-03-13 21:44:00,30,104
12,2019-03-15 00:45:00,2019-03-28 06:52:00,104,30
12,2019-03-29 12:48:01,2019-04-12 04:20:54,30,104
12,2019-04-13 04:23:04,2019-04-26 23:45:51,104,149
12,2019-04-28 20:52:58,2019-05-10 16:29:07,149,104
12,2019-05-11 18:59:43,2019-05-24 02:42:57,104,30
12,2019-05-25 05:49:48,2019-06-12 07:16:52,30,104
12,2019-06-13 07:00:51,2019-06-25 01:30:10,104,30
12,2019-06-25 23:51:07,2019-07-08 04:31:07,30,104
12,2019-07-09 04:32:00,2019-07-19 02:45:44,104,30
12,2019-07-20 05:51:46,2019-07-22 14:27:51,30,34
12,2019-07-22 23:45:47,2019-08-16 07:29:27,34,97
12,2019-08-17 11:57:05,2019-09-11 10:30:50,97,134
12,2019-09-12 10:31:41,2019-09-20 14:42:16,134,55
12,2019-09-21 11:34:22,2019-10-16 10:05:42,55,36
12,2019-10-19 08:49:40,2019-10-29 07:31:28,36,10
12,2019-10-30 11:49:07,2019-11-28 21:46:43,10,149
13,2019-01-25 19:32:00,2019-02-15 13:38:00,55,27
13,2019-02-16 10:49:00,2019-03-03 10:51:00,27,138
13,2019-03-05 07:51:00,2019-03-25 00:20:00,138,134
13,2019-03-26 15:54:00,2019-03-31 04:04:14,134,55
13,2019-04-12 10:09:48,2019-05-04 23:51:00,55,72
13,2019-05-06 01:31:59,2019-05-20 01:30:52,72,104
13,2019-05-21 02:44:06,2019-06-01 05:33:10,104,29
13,2019-06-02 23:53:09,2019-06-16 01:29:20,29,104
13,2019-06-16 20:56:11,2019-06-30 05:53:41,104,13
13,2019-07-02 04:29:33,2019-07-14 10:30:02,13,104
13,2019-07-15 10:31:45,2019-07-27 02:57:30,104,13
13,2019-07-29 02:54:35,2019-08-09 17:54:44,13,104
13,2019-08-10 23:43:10,2019-08-25 01:28:38,104,13
13,2019-08-27 04:27:24,2019-10-01 10:31:53,13,138
13,2019-10-03 18:59:08,2019-11-03 11:30:37,138,54
13,2019-11-06 02:30:59,2019-11-12 21:53:35,54,32
13,2019-11-14 00:55:06,2019-12-02 02:23:40,32,98
14,2019-01-16 07:42:00,2019-01-19 13:26:00,134,55
14,2019-01-20 03:11:00,2019-02-17 06:17:00,55,72
14,2019-02-18 04:59:00,2019-02-24 01:47:00,72,54
14,2019-04-19 18:59:59,2019-04-30 02:25:22,54,73
14,2019-05-01 01:26:30,2019-05-11 01:30:42,73,30
14,2019-05-12 01:24:17,2019-05-22 16:27:18,30,156
14,2019-05-23 16:33:02,2019-06-02 23:49:47,156,14
14,2019-06-04 05:50:44,2019-06-06 23:48:31,14,7
14,2019-06-07 04:31:39,2019-06-17 02:15:26,7,99
14,2019-06-18 05:56:19,2019-06-26 20:46:15,99,30
14,2019-06-27 20:51:45,2019-07-14 20:51:13,30,54
14,2019-07-17 08:39:27,2019-07-28 11:48:08,54,99
14,2019-07-30 02:55:56,2019-08-07 22:14:03,99,151
14,2019-08-09 20:55:53,2019-08-12 02:42:49,151,34
14,2019-08-12 07:31:40,2019-09-04 01:32:30,34,54
14,2019-09-24 14:40:55,2019-10-07 16:31:29,54,32
14,2019-10-09 02:39:11,2019-10-17 23:53:08,32,7
14,2019-10-20 23:58:13,2019-10-29 23:51:15,7,54
14,2019-10-30 10:32:16,2019-11-21 03:52:20,54,91
15,2019-01-08 13:47:00,2019-01-19 22:49:00,56,10
15,2019-01-21 16:52:00,2019-02-07 13:13:00,10,134
15,2019-02-08 10:51:00,2019-02-13 13:23:00,134,55
15,2019-02-21 04:36:00,2019-03-18 09:44:00,55,111
15,2019-03-20 00:50:00,2019-03-29 12:52:26,111,34
15,2019-04-02 17:58:36,2019-04-17 13:21:46,34,104
15,2019-04-18 22:16:07,2019-05-06 23:52:13,104,75
15,2019-05-08 02:56:54,2019-05-09 10:13:46,75,154
15,2019-05-09 13:10:47,2019-06-07 02:54:02,154,57
15,2019-06-08 07:12:27,2019-07-03 23:47:16,57,75
15,2019-07-05 05:52:02,2019-07-12 19:03:16,75,92
15,2019-07-13 23:14:49,2019-07-22 04:30:20,92,38
15,2019-07-23 04:31:02,2019-07-24 04:28:02,38,34
15,2019-07-25 13:20:25,2019-08-25 02:44:39,34,91
15,2019-08-26 05:45:58,2019-09-16 05:16:25,91,126
15,2019-09-17 20:55:20,2019-10-06 04:28:19,126,57
15,2019-10-07 07:31:13,2019-10-27 08:47:49,57,54
15,2019-10-30 01:31:23,2019-11-18 02:28:39,54,57
15,2019-11-19 05:30:23,2019-12-01 03:55:03,57,16
15,2019-12-02 05:30:23,2019-12-18 12:55:45,16,10
16,2019-01-20 04:43:00,2019-02-03 16:59:00,136,10
16,2019-02-07 17:39:00,2019-02-18 16:58:00,10,46
16,2019-02-19 16:59:00,2019-03-06 08:27:00,46,57
16,2019-03-07 13:18:00,2019-03-27 00:59:00,57,54
16,2019-03-28 18:08:00,2019-04-18 18:59:51,54,91
16,2019-04-19 22:18:50,2019-05-29 23:47:26,91,149
16,2019-05-31 20:55:54,2019-07-02 20:33:14,149,55
16,2019-07-03 23:46:38,2019-07-30 01:31:02,55,38
16,2019-07-30 22:38:53,2019-08-24 08:03:04,38,55
16,2019-08-25 07:05:04,2019-10-01 04:28:17,55,7
16,2019-10-01 17:22:19,2019-10-06 23:52:25,7,54
16,2019-10-07 14:51:56,2019-10-28 02:43:24,54,57
16,2019-10-29 04:29:09,2019-11-15 08:31:33,57,16
16,2019-11-16 11:31:13,2019-11-26 17:28:32,16,10
16,2019-11-28 11:30:54,2019-12-10 09:13:13,10,20
17,2019-01-07 19:51:00,2019-02-08 10:53:00,138,11
17,2019-02-09 22:58:00,2019-02-20 07:55:00,11,54
17,2019-02-23 01:32:00,2019-03-11 02:32:00,54,37
17,2019-03-13 19:51:00,2019-03-19 09:55:00,37,27
17,2019-03-20 09:46:00,2019-03-25 10:56:00,27,24
17,2019-03-25 11:53:00,2019-03-31 21:48:33,24,37
17,2019-04-01 00:01:13,2019-04-06 10:17:16,37,27
17,2019-04-07 10:22:34,2019-04-25 11:10:31,27,91
17,2019-04-26 14:51:24,2019-05-27 23:53:35,91,63
17,2019-05-28 23:48:17,2019-07-01 16:30:35,63,138
17,2019-07-03 02:51:17,2019-08-04 08:46:33,138,120
17,2019-08-05 11:52:59,2019-08-26 18:59:43,120,138
17,2019-08-27 20:53:14,2019-09-27 20:24:56,138,7
17,2019-09-28 20:47:07,2019-10-02 23:53:17,7,54
17,2019-10-03 12:08:18,2019-11-05 08:30:59,54,138
18,2019-01-04 01:59:00,2019-01-06 07:51:00,121,54
18,2019-01-09 04:59:00,2019-01-16 10:53:00,54,70
18,2019-01-18 01:59:00,2019-01-30 19:46:00,70,32
18,2019-01-31 19:57:00,2019-02-12 01:58:00,32,34
18,2019-02-12 22:59:00,2019-02-23 22:45:00,34,104
18,2019-02-25 01:31:00,2019-03-07 07:43:00,104,13
18,2019-03-09 07:59:00,2019-03-24 09:49:00,13,104
18,2019-03-25 10:57:00,2019-04-07 22:26:20,104,149
18,2019-04-11 22:21:19,2019-05-12 08:37:36,149,138
18,2019-05-14 18:59:53,2019-05-16 10:34:14,138,83
18,2019-05-18 13:31:40,2019-05-20 11:51:17,83,138
18,2019-05-28 05:51:36,2019-06-11 20:53:30,138,134
18,2019-06-19 08:45:29,2019-07-10 11:48:20,134,10
18,2019-07-16 05:50:14,2019-07-29 11:50:01,10,120
18,2019-07-30 11:49:13,2019-08-08 08:55:17,120,10
18,2019-08-11 13:33:12,2019-08-25 23:50:07,10,44
18,2019-08-27 23:42:32,2019-09-16 16:31:48,44,165
18,2019-10-09 08:50:41,2019-11-12 02:30:34,165,38
18,2019-11-13 00:59:15,2019-11-22 00:56:28,38,100
19,2019-01-18 07:47:00,2019-02-05 04:42:00,147,35
19,2019-02-06 07:43:00,2019-03-01 09:53:00,35,147
19,2019-03-02 15:49:00,2019-03-19 21:49:00,147,23
19,2019-03-20 17:20:00,2019-04-09 04:18:34,23,147
19,2019-04-10 06:37:44,2019-04-30 20:55:53,147,45
19,2019-05-02 14:56:15,2019-05-23 03:56:19,45,147
19,2019-05-24 08:42:49,2019-06-14 01:15:35,147,114
19,2019-06-16 01:32:08,2019-07-11 04:29:59,114,147
19,2019-07-12 10:33:12,2019-07-30 23:49:01,147,35
19,2019-08-01 05:46:48,2019-08-23 04:18:16,35,147
19,2019-08-24 08:42:05,2019-09-10 16:27:01,147,23
19,2019-09-12 06:02:37,2019-10-03 03:56:09,23,147
19,2019-10-04 07:30:53,2019-10-19 18:59:38,147,136
19,2019-10-22 23:46:34,2019-11-07 05:30:11,136,147
19,2019-11-08 08:30:29,2019-11-24 05:30:29,147,56
19,2019-11-27 12:49:56,2019-12-10 03:48:48,56,147
19,2019-12-11 08:31:39,2019-12-28 19:55:43,147,23
20,2019-01-15 10:55:00,2019-01-29 10:49:00,91,56
20,2019-02-01 16:43:00,2019-02-20 04:49:00,56,54
20,2019-02-22 19:49:00,2019-03-03 22:38:00,54,32
20,2019-03-04 16:53:00,2019-03-18 09:48:00,32,149
20,2019-03-20 00:59:00,2019-04-15 10:19:34,149,138
20,2019-04-19 16:25:43,2019-05-22 00:49:58,138,114
20,2019-05-25 17:56:05,2019-06-15 02:51:50,114,57
20,2019-06-16 07:30:12,2019-07-13 23:36:53,57,149
20,2019-07-15 23:58:34,2019-07-28 08:56:11,149,104
20,2019-07-29 11:51:14,2019-08-08 23:42:59,104,75
20,2019-08-10 04:26:03,2019-08-22 05:43:14,75,32
20,2019-08-23 07:31:47,2019-08-28 05:49:45,32,54
20,2019-08-30 23:47:30,2019-09-19 02:49:19,54,104
20,2019-09-20 07:32:36,2019-10-05 23:47:43,104,13
20,2019-10-08 02:57:47,2019-11-04 09:51:50,13,138
20,2019-11-05 09:54:34,2019-12-08 00:47:38,138,54
20,2019-12-10 00:49:23,2019-12-16 06:56:23,54,99
20,2019-12-17 00:56:42,2019-12-17 06:49:37,99,32
21,2019-01-04 07:47:00,2019-02-04 18:10:00,23,91
21,2019-02-05 07:49:00,2019-02-15 08:57:00,91,36
21,2019-02-17 18:39:00,2019-02-26 12:41:00,36,82
21,2019-02-27 15:39:00,2019-03-14 11:49:00,82,138
21,2019-03-15 20:55:00,2019-03-27 09:59:00,138,46
21,2019-03-28 09:59:00,2019-05-18 10:31:26,46,10
21,2019-05-28 10:30:51,2019-05-30 08:53:45,10,105
21,2019-05-31 14:46:08,2019-06-07 01:30:47,105,138
21,2019-06-08 13:32:21,2019-07-10 06:49:17,138,111
21,2019-07-11 01:33:19,2019-07-18 06:52:31,111,54
21,2019-07-18 07:31:31,2019-08-09 14:49:21,54,91
21,2019-08-11 13:33:07,2019-09-12 20:47:33,91,7
21,2019-09-13 18:59:25,2019-10-22 20:58:47,7,138
21,2019-10-26 12:00:08,2019-12-04 06:44:23,138,63
22,2019-05-02 12:32:10,2019-05-27 08:50:15,72,10
22,2019-06-04 11:44:52,2019-06-06 07:30:57,10,19
22,2019-06-07 13:32:08,2019-06-09 10:31:57,19,10
22,2019-06-13 16:32:51,2019-06-25 08:44:03,10,96
22,2019-06-26 07:33:08,2019-07-14 02:50:50,96,10
22,2019-07-21 07:32:07,2019-08-02 04:31:13,10,96
22,2019-08-03 07:31:51,2019-08-24 17:42:51,96,160
22,2019-08-26 13:32:54,2019-11-10 21:51:53,160,54
22,2019-11-14 21:54:11,2019-12-03 02:31:55,54,100
23,2019-01-05 09:59:00,2019-01-10 00:47:00,168,7
23,2019-01-18 04:58:00,2019-01-31 01:53:00,7,156
23,2019-02-05 06:33:00,2019-02-24 01:57:00,156,111
23,2019-02-25 10:38:00,2019-03-25 14:58:00,111,10
23,2019-03-27 16:57:00,2019-04-04 18:00:16,10,140
23,2019-04-18 07:25:53,2019-04-24 10:23:30,140,10
23,2019-06-21 14:55:39,2019-06-23 07:23:46,10,19
23,2019-06-24 07:32:21,2019-06-26 10:58:55,19,10
23,2019-07-02 20:50:09,2019-07-24 23:01:06,10,23
23,2019-07-26 08:46:24,2019-07-31 23:41:58,23,59
23,2019-08-04 02:53:06,2019-08-15 18:20:57,59,23
23,2019-08-17 01:31:36,2019-09-10 10:31:33,23,10
23,2019-10-05 10:31:41,2019-10-30 13:31:49,10,54
23,2019-10-31 17:58:26,2019-11-04 20:12:06,54,7
23,2019-11-05 18:58:51,2019-11-13 18:50:36,7,99
23,2019-11-16 00:45:43,2019-11-24 00:50:03,99,154
23,2019-11-25 00:49:43,2019-12-09 00:02:33,154,59
23,2019-12-10 00:40:42,2019-12-18 03:58:49,59,54
23,2019-12-20 02:30:29,2019-12-31 20:06:27,54,38
24,2019-01-17 16:59:00,2019-02-19 22:52:00,160,23
24,2019-02-21 01:57:00,2019-03-27 15:59:00,23,160
24,2019-03-29 13:38:00,2019-04-26 04:30:20,160,23
24,2019-04-27 07:30:49,2019-05-23 01:29:55,23,138
24,2019-05-24 16:32:05,2019-06-05 18:37:01,138,20
24,2019-06-07 02:54:43,2019-06-20 07:30:38,20,138
24,2019-06-24 08:18:36,2019-07-28 23:55:48,138,54
24,2019-07-29 01:32:08,2019-08-04 20:49:30,54,30
24,2019-08-06 02:57:08,2019-09-04 07:30:02,30,138
24,2019-09-06 14:48:57,2019-10-09 04:32:35,138,54
24,2019-10-10 08:52:44,2019-10-17 01:31:14,54,63
24,2019-10-18 17:47:13,2019-10-20 13:30:43,63,34
24,2019-10-24 02:51:51,2019-11-22 09:51:22,34,138
25,2019-01-05 07:52:00,2019-01-19 04:54:00,104,149
25,2019-01-21 01:59:00,2019-01-23 04:59:00,149,34
25,2019-01-24 12:59:00,2019-02-09 21:49:00,34,156
25,2019-02-11 15:25:00,2019-02-21 07:58:00,156,14
25,2019-02-22 05:58:00,2019-02-28 09:51:00,14,54
25,2019-03-01 10:09:00,2019-04-03 10:11:33,54,10
25,2019-04-05 12:02:23,2019-04-14 16:18:16,10,120
25,2019-04-16 10:23:26,2019-04-27 10:30:36,120,10
25,2019-05-17 11:47:51,2019-06-03 05:45:31,10,96
25,2019-06-05 11:56:52,2019-06-16 16:29:49,96,10
25,2019-06-26 13:34:40,2019-07-08 05:56:23,10,96
25,2019-07-09 07:32:57,2019-07-13 07:29:21,96,27
25,2019-07-19 11:48:16,2019-09-18 20:56:13,27,23
25,2019-09-20 05:22:13,2019-10-13 08:45:52,23,10
25,2019-10-19 11:57:23,2019-11-02 13:31:36,10,96
25,2019-11-06 11:32:32,2019-11-18 00:49:31,96,10
25,2019-11-22 08:31:15,2019-12-03 21:48:54,10,33
26,2019-01-26 07:59:00,2019-01-31 07:45:00,76,54
26,2019-02-01 16:44:00,2019-02-24 12:50:00,54,147
26,2019-02-24 14:37:00,2019-03-07 16:51:00,147,140
26,2019-03-12 09:45:00,2019-03-29 04:39:27,140,147
26,2019-03-30 13:17:57,2019-04-11 16:12:31,147,102
26,2019-04-11 18:57:36,2019-04-12 04:06:42,102,153
26,2019-04-13 04:23:07,2019-05-03 04:24:44,153,147
26,2019-05-04 07:31:06,2019-05-24 05:31:18,147,23
26,2019-05-25 01:31:17,2019-06-21 04:29:20,23,147
26,2019-06-23 01:31:12,2019-07-12 13:32:51,147,114
